emoji,name,category,rgi,file,url,width,height,bytes,sha256
👨🏽‍❤‍💋‍👨🏻,Kiss Man And Man,People & Body,1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fb,People Body/kiss-man-and-man__1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fb/512.png,512,512,164415,99f27ab76cf02eb473605d452716adc347aa2ccd210558fddec253da561f2379
👨🏽‍❤‍💋‍👨🏼,Kiss Man And Man,People & Body,1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fc,People Body/kiss-man-and-man__1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fc/512.png,512,512,164124,48e3d8343576acc8f3c9d65d2363fdcd63c5b4a378847b153f804785a13df56d
👨🏽‍❤‍💋‍👨🏽,Kiss Man And Man,People & Body,1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fd,People Body/kiss-man-and-man__1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fd/512.png,512,512,158392,1e52bfce3d2cc83a3fd79b5d77a7feb5b32527fe96665dedc5155b3ca360f29b
👨🏽‍❤‍💋‍👨🏾,Kiss Man And Man,People & Body,1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fe,People Body/kiss-man-and-man__1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3fe/512.png,512,512,160082,99d8eb16fb9da4f8d3ad88ce3522c016b3c3fc0512e57176d93072e886c273e3
👨🏽‍❤‍💋‍👨🏿,Kiss Man And Man,People & Body,1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3ff,People Body/kiss-man-and-man__1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fd_200d_2764_200d_1f48b_200d_1f468_1f3ff/512.png,512,512,157509,88ed24a3cf2147f14608fc36b0d1cf349bd661d64b5739df14c56c3c1a1e10fa
👨🏾‍❤‍💋‍👨🏻,Kiss Man And Man,People & Body,1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fb,People Body/kiss-man-and-man__1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fb/512.png,512,512,164987,f660e2322017a142093438c166c52571e49629586629db5af70826aca7eee1de
👨🏾‍❤‍💋‍👨🏼,Kiss Man And Man,People & Body,1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fc,People Body/kiss-man-and-man__1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fc/512.png,512,512,164998,b2fbd0684369872007f34993bfd62a0895e17d39046b809bd5a3844ebfc271b1
👨🏾‍❤‍💋‍👨🏽,Kiss Man And Man,People & Body,1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fd,People Body/kiss-man-and-man__1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fd/512.png,512,512,160379,6d5ea9b659a861ad70c85ffc8e9bc92261ce3f06b2c0d0e8fec15bd80a92635e
👨🏾‍❤‍💋‍👨🏾,Kiss Man And Man,People & Body,1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe,People Body/kiss-man-and-man__1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3fe/512.png,512,512,160131,81c702c51366a8f1799a46ba7eb2584b0b4e500b62c6b35544f62740809131c7
👨🏾‍❤‍💋‍👨🏿,Kiss Man And Man,People & Body,1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3ff,People Body/kiss-man-and-man__1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3fe_200d_2764_200d_1f48b_200d_1f468_1f3ff/512.png,512,512,158138,2b693ccae54b1bc88b47b974441d00e017a632fa5841caec3a550ca9b3e11496
👨🏿‍❤‍💋‍👨🏻,Kiss Man And Man,People & Body,1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fb,People Body/kiss-man-and-man__1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fb/512.png,512,512,162808,23b78ca3dbbb4947e6f2035a9017e789394473164cbd6868127328e1bf14db8a
👨🏿‍❤‍💋‍👨🏼,Kiss Man And Man,People & Body,1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fc,People Body/kiss-man-and-man__1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fc/512.png,512,512,163015,cfaf35c428e48fcf3ad3e6193ed070f2d1d82ef598a74126766559fd574b4928
👨🏿‍❤‍💋‍👨🏽,Kiss Man And Man,People & Body,1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fd,People Body/kiss-man-and-man__1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fd/512.png,512,512,158273,ab768bf093bc84ebae0ee4a522fcb86d7f1713b63fb299391b23444070ba0d9c
👨🏿‍❤‍💋‍👨🏾,Kiss Man And Man,People & Body,1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fe,People Body/kiss-man-and-man__1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3fe/512.png,512,512,158800,752af01ac0349197d6452105b35bc14794c15ed2232f0e21f75085010e0ff959
👨🏿‍❤‍💋‍👨🏿,Kiss Man And Man,People & Body,1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3ff,People Body/kiss-man-and-man__1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f468_1f3ff_200d_2764_200d_1f48b_200d_1f468_1f3ff/512.png,512,512,154952,dbbcc814146cc9e1f92dcc7d182c433ca32f973c574e088d0fe82b66f851d2f4
👩‍❤‍💋‍👩,Kiss Woman And Woman,People & Body,1f469_200d_2764_200d_1f48b_200d_1f469,People Body/kiss-woman-and-woman__1f469_200d_2764_200d_1f48b_200d_1f469.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_200d_2764_200d_1f48b_200d_1f469/512.png,512,512,170085,950c851f1f87c1bd587c5cef5c9b8fac55530e4be4829b4373e1181892c91062
👩🏻‍❤‍💋‍👩🏻,Kiss Woman And Woman,People & Body,1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fb,People Body/kiss-woman-and-woman__1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fb/512.png,512,512,183965,1ee8fa5917db57387a4756084377eebf0a75b608b7f6d9dc87d80c96a065c340
👩🏻‍❤‍💋‍👩🏼,Kiss Woman And Woman,People & Body,1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fc,People Body/kiss-woman-and-woman__1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fc/512.png,512,512,186424,c56185a8538f351a6ef6802a7375539a3d26a29380ed13ddc95129b9d886851d
👩🏻‍❤‍💋‍👩🏽,Kiss Woman And Woman,People & Body,1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fd,People Body/kiss-woman-and-woman__1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fd/512.png,512,512,182008,3007967f22be572040c192719c210d39de4dae1cb7890e3c06a64504c7938589
👩🏻‍❤‍💋‍👩🏾,Kiss Woman And Woman,People & Body,1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fe,People Body/kiss-woman-and-woman__1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3fe/512.png,512,512,182195,b6fde768050d5065a6599cfe71b589465ae0a80f0dd010c1891c70de39a80c76
👩🏻‍❤‍💋‍👩🏿,Kiss Woman And Woman,People & Body,1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3ff,People Body/kiss-woman-and-woman__1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fb_200d_2764_200d_1f48b_200d_1f469_1f3ff/512.png,512,512,178672,7712d1561025056b79e1f0bc09ef7eba1592af161a37f805e2c8bb8c6733ee9e
👩🏼‍❤‍💋‍👩🏻,Kiss Woman And Woman,People & Body,1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fb,People Body/kiss-woman-and-woman__1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fb/512.png,512,512,185482,7ed02df33fb6fb3e6ec79a3d17909fd816b52a61f7d615133482789b67dc97e7
👩🏼‍❤‍💋‍👩🏼,Kiss Woman And Woman,People & Body,1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fc,People Body/kiss-woman-and-woman__1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fc/512.png,512,512,184757,8a9c96505cadcdfc600f67cc1d75fc8c10d83100f5446371e490389d90c3b489
👩🏼‍❤‍💋‍👩🏽,Kiss Woman And Woman,People & Body,1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fd,People Body/kiss-woman-and-woman__1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fd/512.png,512,512,181806,59ce05cb29a5a8ddc9742a3605d5cd69503e0ac27f4802fc89b4047c069e09a7
👩🏼‍❤‍💋‍👩🏾,Kiss Woman And Woman,People & Body,1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe,People Body/kiss-woman-and-woman__1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3fe/512.png,512,512,181438,4db3069b26aafccefef3b7f8f0cdcdb1169f689d50cee9d69e88bdb1953f05d2
👩🏼‍❤‍💋‍👩🏿,Kiss Woman And Woman,People & Body,1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3ff,People Body/kiss-woman-and-woman__1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fc_200d_2764_200d_1f48b_200d_1f469_1f3ff/512.png,512,512,178991,9eb5fbd75602ebd66351d8841d822f45e1f126961e0c35d02433b684ad1f9c89
👩🏽‍❤‍💋‍👩🏻,Kiss Woman And Woman,People & Body,1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fb,People Body/kiss-woman-and-woman__1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fb/512.png,512,512,181586,598799bb480d6456571d6667ea10da96a5cae008719dae15aa5b860709fb6fb9
👩🏽‍❤‍💋‍👩🏼,Kiss Woman And Woman,People & Body,1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fc,People Body/kiss-woman-and-woman__1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fc/512.png,512,512,181912,cb0f2beb1c554d502053e1ee114644a239ba5b358126730381813b0aa1f5e95a
👩🏽‍❤‍💋‍👩🏽,Kiss Woman And Woman,People & Body,1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fd,People Body/kiss-woman-and-woman__1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fd/512.png,512,512,176286,f963e58f719f6246469b2076dadb789a2904bf69c8da742a1f708a210bab9198
👩🏽‍❤‍💋‍👩🏾,Kiss Woman And Woman,People & Body,1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fe,People Body/kiss-woman-and-woman__1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3fe/512.png,512,512,177277,55aa0dfd9e20402d6604ce153fedfaa7f92341f1ba630d9d6943d792f7188c94
👩🏽‍❤‍💋‍👩🏿,Kiss Woman And Woman,People & Body,1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3ff,People Body/kiss-woman-and-woman__1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fd_200d_2764_200d_1f48b_200d_1f469_1f3ff/512.png,512,512,174321,e00d70abfa4c254a118c519eaa8c5f960026324818b8a90febc64c34ecc80a65
👩🏾‍❤‍💋‍👩🏻,Kiss Woman And Woman,People & Body,1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fb,People Body/kiss-woman-and-woman__1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fb/512.png,512,512,181461,f53f9b0ce389751a1cc125fd156598bc320b0fce7e0ddc469e97eec37fb22c0a
👩🏾‍❤‍💋‍👩🏼,Kiss Woman And Woman,People & Body,1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fc,People Body/kiss-woman-and-woman__1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fc/512.png,512,512,182048,b09cc89bd1b70832478adfa904c158cc0e6fda4b7b20b86685a4eb4702abf192
👩🏾‍❤‍💋‍👩🏽,Kiss Woman And Woman,People & Body,1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fd,People Body/kiss-woman-and-woman__1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fd/512.png,512,512,177557,943d8f9393f0024b37469af0f7799485904fe83737dfdf49ab532f3089fd4f0e
👩🏾‍❤‍💋‍👩🏾,Kiss Woman And Woman,People & Body,1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fe,People Body/kiss-woman-and-woman__1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3fe/512.png,512,512,176198,09baa2df0b8a0a696722e7a91b08003e3d9352b3ae2638d6352031b44b1f6dfd
👩🏾‍❤‍💋‍👩🏿,Kiss Woman And Woman,People & Body,1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3ff,People Body/kiss-woman-and-woman__1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3fe_200d_2764_200d_1f48b_200d_1f469_1f3ff/512.png,512,512,173888,4909d7a3cc0b364ce47c51b5c887579c716fc3ba67ff61d0a1f8df22471f7375
👩🏿‍❤‍💋‍👩🏻,Kiss Woman And Woman,People & Body,1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fb,People Body/kiss-woman-and-woman__1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fb/512.png,512,512,179219,2372aedbc177d365981ea4167061b68066af70130a6d76631b6007abf78be728
👩🏿‍❤‍💋‍👩🏼,Kiss Woman And Woman,People & Body,1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fc,People Body/kiss-woman-and-woman__1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fc/512.png,512,512,179606,7766255c3f96800d5da2b24f724d0e90559696a7dfd09766e98a9846e1a6a458
👩🏿‍❤‍💋‍👩🏽,Kiss Woman And Woman,People & Body,1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fd,People Body/kiss-woman-and-woman__1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fd/512.png,512,512,174963,2e0ab5265d5c85384a1be070637ca6c38d550d99c9522076a85a1bda983683d2
👩🏿‍❤‍💋‍👩🏾,Kiss Woman And Woman,People & Body,1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fe,People Body/kiss-woman-and-woman__1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3fe/512.png,512,512,174679,8e457d17f9067f10af7eac32ce55f57394bd1661374bb1ccbb26dd142d9cfff0
👩🏿‍❤‍💋‍👩🏿,Kiss Woman And Woman,People & Body,1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3ff,People Body/kiss-woman-and-woman__1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f469_1f3ff_200d_2764_200d_1f48b_200d_1f469_1f3ff/512.png,512,512,169591,3ecf505ada4d0907efaf85cfa2f672ef539ee9b34913a91107e23c1a2dbe83c9
💑,People With Heart,People & Body,1f491,People Body/people-with-heart__1f491.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f491/512.png,512,512,162949,b2bcd9acbc3e7f71c2d6faf994a2d52eaf574b8659164a106e84fb6472f15f24
💑🏻,People With Heart,People & Body,1f491_1f3fb,People Body/people-with-heart__1f491_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f491_1f3fb/512.png,512,512,168631,8318cae8316af6e762abea55cc37009ce321d746096d8d0e898f3b9d3b4b4be1
💑🏼,People With Heart,People & Body,1f491_1f3fc,People Body/people-with-heart__1f491_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f491_1f3fc/512.png,512,512,171589,15019642f01ab3d9f350aea50a6bdf511d0297bd1b9f176d89e34c71e4ba92fa
💑🏽,People With Heart,People & Body,1f491_1f3fd,People Body/people-with-heart__1f491_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f491_1f3fd/512.png,512,512,164350,d19b80a37d52783648b139289c867241285877c54dc89b986e6f46c687ad5f71
💑🏾,People With Heart,People & Body,1f491_1f3fe,People Body/people-with-heart__1f491_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f491_1f3fe/512.png,512,512,162202,6dae86a5ae1eafae883abfb84009b084a78eac8cff8318e19116eb9b83f41eae
💑🏿,People With Heart,People & Body,1f491_1f3ff,People Body/people-with-heart__1f491_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f491_1f3ff/512.png,512,512,157814,d8a0d7e908658e2c777244273cc51285334d47b63578bd0996a30b79dfd93d84
🧑🏻‍❤‍🧑🏼,People With Heart,People & Body,1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fc,People Body/people-with-heart__1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fc/512.png,512,512,172583,a93e7307585b7d4e6465d3af913b6bc1cc704c3289020b6701085c405c5b61a3
🧑🏻‍❤‍🧑🏽,People With Heart,People & Body,1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fd,People Body/people-with-heart__1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fd/512.png,512,512,169070,a98720ab161bde579e59842a2e61dd0e3fe99f464ec682788b216ea7e94ccfeb
🧑🏻‍❤‍🧑🏾,People With Heart,People & Body,1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fe,People Body/people-with-heart__1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3fe/512.png,512,512,167769,8c036a265bdc2523ac86a1550b5da7676119fa3ef2f748fa259eb1b3a5b230da
🧑🏻‍❤‍🧑🏿,People With Heart,People & Body,1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3ff,People Body/people-with-heart__1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fb_200d_2764_200d_1f9d1_1f3ff/512.png,512,512,165735,41daf31b0dbbe4dbc66de03ddca685bc8097c72530293fb4c25c89b0f7dd6173
🧑🏼‍❤‍🧑🏻,People With Heart,People & Body,1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fb,People Body/people-with-heart__1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fb/512.png,512,512,171729,e949480a9ec974e90c07ae73980d6a1c21c4a92508ca5c10decde167467159c5
🧑🏼‍❤‍🧑🏽,People With Heart,People & Body,1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fd,People Body/people-with-heart__1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fd.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fd/512.png,512,512,169914,1432626515ec83af056fd0b2c2cbb620d84af304d62fa0236b74f83ca4ef9646
🧑🏼‍❤‍🧑🏾,People With Heart,People & Body,1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe,People Body/people-with-heart__1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3fe/512.png,512,512,168672,c6f83c179a2ffc40a31b153c037db6a38c88c4c24b7c861399e6f066799e00fc
🧑🏼‍❤‍🧑🏿,People With Heart,People & Body,1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3ff,People Body/people-with-heart__1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fc_200d_2764_200d_1f9d1_1f3ff/512.png,512,512,167047,2717854e644e6567a310ea1ab69b3104a17e4dae1e7ae121a9e4c5dc6f78fefe
🧑🏽‍❤‍🧑🏻,People With Heart,People & Body,1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fb,People Body/people-with-heart__1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fb/512.png,512,512,168246,0ed6b57ab425724aad894c539547e11d0bc34050e060d4f4ca6a3b3cf76c1793
🧑🏽‍❤‍🧑🏼,People With Heart,People & Body,1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fc,People Body/people-with-heart__1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fc/512.png,512,512,169740,fb40b6d4fac20283806dd3bea871c22a18eb93a67de29bda79190a4fcce2175a
🧑🏽‍❤‍🧑🏾,People With Heart,People & Body,1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fe,People Body/people-with-heart__1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fe.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3fe/512.png,512,512,164758,f98b229fc5241f7547c6be751fd02f3e193551978e29749493bf96054fbe16b6
🧑🏽‍❤‍🧑🏿,People With Heart,People & Body,1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3ff,People Body/people-with-heart__1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3ff.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fd_200d_2764_200d_1f9d1_1f3ff/512.png,512,512,162812,4bf35987f5b6935072a187cae5e34e8fb45d18bc2a078be0b192286eb03febe2
🧑🏾‍❤‍🧑🏻,People With Heart,People & Body,1f9d1_1f3fe_200d_2764_200d_1f9d1_1f3fb,People Body/people-with-heart__1f9d1_1f3fe_200d_2764_200d_1f9d1_1f3fb.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fe_200d_2764_200d_1f9d1_1f3fb/512.png,512,512,167076,621ac738292b3b41655f20055f536f25556d89fb35d45286d8223a179378f2e8
🧑🏾‍❤‍🧑🏼,People With Heart,People & Body,1f9d1_1f3fe_200d_2764_200d_1f9d1_1f3fc,People Body/people-with-heart__1f9d1_1f3fe_200d_2764_200d_1f9d1_1f3fc.png,https://fonts.gstatic.com/s/e/noto3demoji/latest/1f9d1_1f3fe_200d_2764_200d_1f9d1_1f3fc/512.png,512,512,168847,af753732b3e7db4bff90e20aa2c9a2a30a02bbf3ce458ad2cdbadbb3e876a70a
